firm_id,item_name,item_name_sec_lang,sales_price,purchase_price,created_by_id,updated_by_id,base_unit_id,sales_unit_id,purchase_unit_id
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,12,10,2,2,3,,
5,Bat,,20,18,2,2,3,,
5,Inflating Ballon,,40,35,2,2,3,,
5,Ball,,52,46,2,2,3,,
5,Bat,,66,58.5,2,2,3,,
5,Inflating Ballon,,80,71,2,2,3,,
5,Ball,,94,83.5,2,2,3,,
5,Bat,,108,96,2,2,3,,
5,Inflating Ballon,,122,108.5,2,2,3,,
5,Ball,,136,121,2,2,3,,
5,Bat,,150,133.5,2,2,3,,
5,Inflating Ballon,,164,146,2,2,3,,
5,Ball,,178,158.5,2,2,3,,
5,Bat,,192,171,2,2,3,,
5,Inflating Ballon,,206,183.5,2,2,3,,
5,Ball,,220,196,2,2,3,,
5,Bat,,234,208.5,2,2,3,,
5,Inflating Ballon,,248,221,2,2,3,,
5,Ball,,262,233.5,2,2,3,,
5,Bat,,276,246,2,2,3,,
5,Inflating Ballon,,290,258.5,2,2,3,,
5,Ball,,304,271,2,2,3,,
5,Bat,,318,283.5,2,2,3,,
5,Inflating Ballon,,332,296,2,2,3,,
5,Ball,,346,308.5,2,2,3,,
5,Bat,,360,321,2,2,3,,
5,Inflating Ballon,,374,333.5,2,2,3,,
5,Ball,,388,346,2,2,3,,
5,Bat,,402,358.5,2,2,3,,
5,Inflating Ballon,,416,371,2,2,3,,
5,Ball,,430,383.5,2,2,3,,
5,Bat,,444,396,2,2,3,,
5,Inflating Ballon,,458,408.5,2,2,3,,
5,Ball,,472,421,2,2,3,,
5,Bat,,486,433.5,2,2,3,,
5,Inflating Ballon,,500,446,2,2,3,,
5,Ball,,514,458.5,2,2,3,,
5,Bat,,528,471,2,2,3,,
5,Inflating Ballon,,542,483.5,2,2,3,,
5,Ball,,556,496,2,2,3,,
5,Bat,,570,508.5,2,2,3,,
5,Inflating Ballon,,584,521,2,2,3,,
5,Ball,,598,533.5,2,2,3,,
5,Bat,,612,546,2,2,3,,
5,Inflating Ballon,,626,558.5,2,2,3,,
5,Ball,,640,571,2,2,3,,
5,Bat,,654,583.5,2,2,3,,
5,Inflating Ballon,,668,596,2,2,3,,
5,Ball,,682,608.5,2,2,3,,
5,Bat,,696,621,2,2,3,,
5,Inflating Ballon,,710,633.5,2,2,3,,
5,Ball,,724,646,2,2,3,,
5,Bat,,738,658.5,2,2,3,,
5,Inflating Ballon,,752,671,2,2,3,,
5,Ball,,766,683.5,2,2,3,,
5,Bat,,780,696,2,2,3,,
5,Inflating Ballon,,794,708.5,2,2,3,,
5,Ball,,808,721,2,2,3,,
5,Bat,,822,733.5,2,2,3,,
5,Inflating Ballon,,836,746,2,2,3,,
5,Ball,,850,758.5,2,2,3,,
5,Bat,,864,771,2,2,3,,
5,Inflating Ballon,,878,783.5,2,2,3,,
5,Ball,,892,796,2,2,3,,
5,Bat,,906,808.5,2,2,3,,
5,Inflating Ballon,,920,821,2,2,3,,
5,Ball,,934,833.5,2,2,3,,
5,Bat,,948,846,2,2,3,,
5,Inflating Ballon,,962,858.5,2,2,3,,
5,Ball,,976,871,2,2,3,,
5,Bat,,990,883.5,2,2,3,,
5,Inflating Ballon,,1004,896,2,2,3,,
5,Ball,,1018,908.5,2,2,3,,
5,Bat,,1032,921,2,2,3,,
5,Inflating Ballon,,1046,933.5,2,2,3,,
5,Ball,,1060,946,2,2,3,,
5,Bat,,1074,958.5,2,2,3,,
5,Inflating Ballon,,1088,971,2,2,3,,
5,Ball,,1102,983.5,2,2,3,,
5,Bat,,1116,996,2,2,3,,
5,Inflating Ballon,,1130,1008.5,2,2,3,,
5,Ball,,1144,1021,2,2,3,,
5,Bat,,1158,1033.5,2,2,3,,
5,Inflating Ballon,,1172,1046,2,2,3,,
5,Ball,,1186,1058.5,2,2,3,,
5,Bat,,1200,1071,2,2,3,,
5,Inflating Ballon,,1214,1083.5,2,2,3,,
5,Ball,,1228,1096,2,2,3,,
5,Bat,,1242,1108.5,2,2,3,,
5,Inflating Ballon,,1256,1121,2,2,3,,
5,Ball,,1270,1133.5,2,2,3,,
5,Bat,,1284,1146,2,2,3,,
5,Inflating Ballon,,1298,1158.5,2,2,3,,
5,Ball,,1312,1171,2,2,3,,
5,Bat,,1326,1183.5,2,2,3,,
5,Inflating Ballon,,1340,1196,2,2,3,,
5,Ball,,1354,1208.5,2,2,3,,
5,Bat,,1368,1221,2,2,3,,
5,Inflating Ballon,,1382,1233.5,2,2,3,,
5,Ball,,1396,1246,2,2,3,,
5,Bat,,1410,1258.5,2,2,3,,
5,Inflating Ballon,,1424,1271,2,2,3,,
5,Ball,,1438,1283.5,2,2,3,,
5,Bat,,1452,1296,2,2,3,,
5,Inflating Ballon,,1466,1308.5,2,2,3,,
5,Ball,,1480,1321,2,2,3,,
5,Bat,,1494,1333.5,2,2,3,,
5,Inflating Ballon,,1508,1346,2,2,3,,
5,Ball,,1522,1358.5,2,2,3,,
5,Bat,,1536,1371,2,2,3,,
5,Inflating Ballon,,1550,1383.5,2,2,3,,
5,Ball,,1564,1396,2,2,3,,
5,Bat,,1578,1408.5,2,2,3,,
5,Inflating Ballon,,1592,1421,2,2,3,,
5,Ball,,1606,1433.5,2,2,3,,
5,Bat,,1620,1446,2,2,3,,
5,Inflating Ballon,,1634,1458.5,2,2,3,,
5,Ball,,1648,1471,2,2,3,,
5,Bat,,1662,1483.5,2,2,3,,
5,Inflating Ballon,,1676,1496,2,2,3,,
5,Ball,,1690,1508.5,2,2,3,,
5,Bat,,1704,1521,2,2,3,,
5,Inflating Ballon,,1718,1533.5,2,2,3,,
5,Ball,,1732,1546,2,2,3,,
5,Bat,,1746,1558.5,2,2,3,,
5,Inflating Ballon,,1760,1571,2,2,3,,
5,Ball,,1774,1583.5,2,2,3,,
5,Bat,,1788,1596,2,2,3,,
5,Inflating Ballon,,1802,1608.5,2,2,3,,
5,Ball,,1816,1621,2,2,3,,
5,Bat,,1830,1633.5,2,2,3,,
5,Inflating Ballon,,1844,1646,2,2,3,,
5,Ball,,1858,1658.5,2,2,3,,
5,Bat,,1872,1671,2,2,3,,
5,Inflating Ballon,,1886,1683.5,2,2,3,,
5,Ball,,1900,1696,2,2,3,,
5,Bat,,1914,1708.5,2,2,3,,
5,Inflating Ballon,,1928,1721,2,2,3,,
5,Ball,,1942,1733.5,2,2,3,,
5,Bat,,1956,1746,2,2,3,,
5,Inflating Ballon,,1970,1758.5,2,2,3,,
5,Ball,,1984,1771,2,2,3,,
5,Bat,,1998,1783.5,2,2,3,,
5,Inflating Ballon,,2012,1796,2,2,3,,
5,Ball,,2026,1808.5,2,2,3,,
5,Bat,,2040,1821,2,2,3,,
5,Inflating Ballon,,2054,1833.5,2,2,3,,
5,Ball,,2068,1846,2,2,3,,
5,Bat,,2082,1858.5,2,2,3,,
5,Inflating Ballon,,2096,1871,2,2,3,,
5,Ball,,2110,1883.5,2,2,3,,
5,Bat,,2124,1896,2,2,3,,
5,Inflating Ballon,,2138,1908.5,2,2,3,,
5,Ball,,2152,1921,2,2,3,,
5,Bat,,2166,1933.5,2,2,3,,
5,Inflating Ballon,,2180,1946,2,2,3,,
5,Ball,,2194,1958.5,2,2,3,,
5,Bat,,2208,1971,2,2,3,,
5,Inflating Ballon,,2222,1983.5,2,2,3,,
5,Ball,,2236,1996,2,2,3,,
5,Bat,,2250,2008.5,2,2,3,,
5,Inflating Ballon,,2264,2021,2,2,3,,
5,Ball,,2278,2033.5,2,2,3,,
5,Bat,,2292,2046,2,2,3,,
5,Inflating Ballon,,2306,2058.5,2,2,3,,
5,Ball,,2320,2071,2,2,3,,
5,Bat,,2334,2083.5,2,2,3,,
5,Inflating Ballon,,2348,2096,2,2,3,,
5,Ball,,2362,2108.5,2,2,3,,
5,Bat,,2376,2121,2,2,3,,
5,Inflating Ballon,,2390,2133.5,2,2,3,,
5,Ball,,2404,2146,2,2,3,,
5,Bat,,2418,2158.5,2,2,3,,
5,Inflating Ballon,,2432,2171,2,2,3,,
5,Ball,,2446,2183.5,2,2,3,,
5,Bat,,2460,2196,2,2,3,,
5,Inflating Ballon,,2474,2208.5,2,2,3,,
5,Ball,,2488,2221,2,2,3,,
5,Bat,,2502,2233.5,2,2,3,,
5,Inflating Ballon,,2516,2246,2,2,3,,
5,Ball,,2530,2258.5,2,2,3,,
5,Bat,,2544,2271,2,2,3,,
5,Inflating Ballon,,2558,2283.5,2,2,3,,
5,Ball,,2572,2296,2,2,3,,
5,Bat,,2586,2308.5,2,2,3,,
5,Inflating Ballon,,2600,2321,2,2,3,,
5,Ball,,2614,2333.5,2,2,3,,
5,Bat,,2628,2346,2,2,3,,
5,Inflating Ballon,,2642,2358.5,2,2,3,,
5,Ball,,2656,2371,2,2,3,,
5,Bat,,2670,2383.5,2,2,3,,
5,Inflating Ballon,,2684,2396,2,2,3,,
5,Ball,,2698,2408.5,2,2,3,,
5,Bat,,2712,2421,2,2,3,,
5,Inflating Ballon,,2726,2433.5,2,2,3,,
5,Ball,,2740,2446,2,2,3,,
5,Bat,,2754,2458.5,2,2,3,,
5,Inflating Ballon,,2768,2471,2,2,3,,
5,Ball,,2782,2483.5,2,2,3,,
5,Bat,,2796,2496,2,2,3,,
5,Inflating Ballon,,2810,2508.5,2,2,3,,
5,Ball,,2824,2521,2,2,3,,
5,Bat,,2838,2533.5,2,2,3,,
5,Inflating Ballon,,2852,2546,2,2,3,,
5,Ball,,2866,2558.5,2,2,3,,
5,Bat,,2880,2571,2,2,3,,
5,Inflating Ballon,,2894,2583.5,2,2,3,,
5,Ball,,2908,2596,2,2,3,,
5,Bat,,2922,2608.5,2,2,3,,
5,Inflating Ballon,,2936,2621,2,2,3,,
5,Ball,,2950,2633.5,2,2,3,,
5,Bat,,2964,2646,2,2,3,,
5,Inflating Ballon,,2978,2658.5,2,2,3,,
5,Ball,,2992,2671,2,2,3,,
5,Bat,,3006,2683.5,2,2,3,,
5,Inflating Ballon,,3020,2696,2,2,3,,
5,Ball,,3034,2708.5,2,2,3,,
5,Bat,,3048,2721,2,2,3,,
5,Inflating Ballon,,3062,2733.5,2,2,3,,
5,Ball,,3076,2746,2,2,3,,
5,Bat,,3090,2758.5,2,2,3,,
5,Inflating Ballon,,3104,2771,2,2,3,,
5,Ball,,3118,2783.5,2,2,3,,
5,Bat,,3132,2796,2,2,3,,
5,Inflating Ballon,,3146,2808.5,2,2,3,,
5,Ball,,3160,2821,2,2,3,,
5,Bat,,3174,2833.5,2,2,3,,
5,Inflating Ballon,,3188,2846,2,2,3,,
5,Ball,,3202,2858.5,2,2,3,,
5,Bat,,3216,2871,2,2,3,,
5,Inflating Ballon,,3230,2883.5,2,2,3,,
5,Ball,,3244,2896,2,2,3,,
5,Bat,,3258,2908.5,2,2,3,,
5,Inflating Ballon,,3272,2921,2,2,3,,
5,Ball,,3286,2933.5,2,2,3,,
5,Bat,,3300,2946,2,2,3,,
5,Inflating Ballon,,3314,2958.5,2,2,3,,
5,Ball,,3328,2971,2,2,3,,
5,Bat,,3342,2983.5,2,2,3,,
5,Inflating Ballon,,3356,2996,2,2,3,,
5,Ball,,3370,3008.5,2,2,3,,
5,Bat,,3384,3021,2,2,3,,
5,Inflating Ballon,,3398,3033.5,2,2,3,,
5,Ball,,3412,3046,2,2,3,,
5,Bat,,3426,3058.5,2,2,3,,
5,Inflating Ballon,,3440,3071,2,2,3,,
5,Ball,,3454,3083.5,2,2,3,,
5,Bat,,3468,3096,2,2,3,,
5,Inflating Ballon,,3482,3108.5,2,2,3,,
5,Ball,,3496,3121,2,2,3,,
5,Bat,,3510,3133.5,2,2,3,,
5,Inflating Ballon,,3524,3146,2,2,3,,
5,Ball,,3538,3158.5,2,2,3,,
5,Bat,,3552,3171,2,2,3,,
5,Inflating Ballon,,3566,3183.5,2,2,3,,
5,Ball,,3580,3196,2,2,3,,
5,Bat,,3594,3208.5,2,2,3,,
5,Inflating Ballon,,3608,3221,2,2,3,,
5,Ball,,3622,3233.5,2,2,3,,
5,Bat,,3636,3246,2,2,3,,
5,Inflating Ballon,,3650,3258.5,2,2,3,,
5,Ball,,3664,3271,2,2,3,,
5,Bat,,3678,3283.5,2,2,3,,
5,Inflating Ballon,,3692,3296,2,2,3,,
5,Ball,,3706,3308.5,2,2,3,,
5,Bat,,3720,3321,2,2,3,,
5,Inflating Ballon,,3734,3333.5,2,2,3,,
5,Ball,,3748,3346,2,2,3,,
5,Bat,,3762,3358.5,2,2,3,,
5,Inflating Ballon,,3776,3371,2,2,3,,
5,Ball,,3790,3383.5,2,2,3,,
5,Bat,,3804,3396,2,2,3,,
5,Inflating Ballon,,3818,3408.5,2,2,3,,
5,Ball,,3832,3421,2,2,3,,
5,Bat,,3846,3433.5,2,2,3,,
5,Inflating Ballon,,3860,3446,2,2,3,,
5,Ball,,3874,3458.5,2,2,3,,
5,Bat,,3888,3471,2,2,3,,
5,Inflating Ballon,,3902,3483.5,2,2,3,,
5,Ball,,3916,3496,2,2,3,,
5,Bat,,3930,3508.5,2,2,3,,
5,Inflating Ballon,,3944,3521,2,2,3,,
5,Ball,,3958,3533.5,2,2,3,,
5,Bat,,3972,3546,2,2,3,,
5,Inflating Ballon,,3986,3558.5,2,2,3,,
5,Ball,,4000,3571,2,2,3,,
5,Bat,,4014,3583.5,2,2,3,,
5,Inflating Ballon,,4028,3596,2,2,3,,
5,Ball,,4042,3608.5,2,2,3,,
5,Bat,,4056,3621,2,2,3,,
5,Inflating Ballon,,4070,3633.5,2,2,3,,
5,Ball,,4084,3646,2,2,3,,
5,Bat,,4098,3658.5,2,2,3,,
5,Inflating Ballon,,4112,3671,2,2,3,,
5,Ball,,4126,3683.5,2,2,3,,
5,Bat,,4140,3696,2,2,3,,
5,Inflating Ballon,,4154,3708.5,2,2,3,,
5,Ball,,4168,3721,2,2,3,,
5,Bat,,4182,3733.5,2,2,3,,
5,Inflating Ballon,,4196,3746,2,2,3,,
5,Ball,,4210,3758.5,2,2,3,,
5,Bat,,4224,3771,2,2,3,,
5,Inflating Ballon,,4238,3783.5,2,2,3,,
5,Ball,,4252,3796,2,2,3,,
5,Bat,,4266,3808.5,2,2,3,,
5,Inflating Ballon,,4280,3821,2,2,3,,
5,Ball,,4294,3833.5,2,2,3,,
5,Bat,,4308,3846,2,2,3,,
5,Inflating Ballon,,4322,3858.5,2,2,3,,
5,Ball,,4336,3871,2,2,3,,
5,Bat,,4350,3883.5,2,2,3,,
5,Inflating Ballon,,4364,3896,2,2,3,,
5,Ball,,4378,3908.5,2,2,3,,
5,Bat,,4392,3921,2,2,3,,
5,Inflating Ballon,,4406,3933.5,2,2,3,,
5,Ball,,4420,3946,2,2,3,,
5,Bat,,4434,3958.5,2,2,3,,
5,Inflating Ballon,,4448,3971,2,2,3,,
5,Ball,,4462,3983.5,2,2,3,,
5,Bat,,4476,3996,2,2,3,,
5,Inflating Ballon,,4490,4008.5,2,2,3,,
5,Ball,,4504,4021,2,2,3,,
5,Bat,,4518,4033.5,2,2,3,,
5,Inflating Ballon,,4532,4046,2,2,3,,
5,Ball,,4546,4058.5,2,2,3,,
5,Bat,,4560,4071,2,2,3,,
5,Ball,,4574,4083.5,2,2,3,,
5,Bat,,4588,4096,2,2,3,,
5,Inflating Ballon,,4602,4108.5,2,2,3,,
5,Ball,,4616,4121,2,2,3,,
5,Bat,,4630,4133.5,2,2,3,,
5,Inflating Ballon,,4644,4146,2,2,3,,
5,Ball,,4658,4158.5,2,2,3,,
5,Bat,,4672,4171,2,2,3,,
5,Inflating Ballon,,4686,4183.5,2,2,3,,
5,Ball,,4700,4196,2,2,3,,
5,Bat,,4714,4208.5,2,2,3,,
5,Inflating Ballon,,4728,4221,2,2,3,,
5,Ball,,4742,4233.5,2,2,3,,
5,Bat,,4756,4246,2,2,3,,
5,Inflating Ballon,,4770,4258.5,2,2,3,,
5,Ball,,4784,4271,2,2,3,,
5,Bat,,4798,4283.5,2,2,3,,
5,Inflating Ballon,,4812,4296,2,2,3,,
5,Ball,,4826,4308.5,2,2,3,,
5,Bat,,4840,4321,2,2,3,,
5,Inflating Ballon,,4854,4333.5,2,2,3,,
5,Ball,,4868,4346,2,2,3,,
5,Bat,,4882,4358.5,2,2,3,,
5,Inflating Ballon,,4896,4371,2,2,3,,
5,Ball,,4910,4383.5,2,2,3,,
5,Bat,,4924,4396,2,2,3,,
5,Inflating Ballon,,4938,4408.5,2,2,3,,
5,Ball,,4952,4421,2,2,3,,
5,Bat,,4966,4433.5,2,2,3,,
5,Inflating Ballon,,4980,4446,2,2,3,,
5,Ball,,4994,4458.5,2,2,3,,
5,Bat,,5008,4471,2,2,3,,
5,Inflating Ballon,,5022,4483.5,2,2,3,,
5,Ball,,5036,4496,2,2,3,,
5,Bat,,5050,4508.5,2,2,3,,
5,Inflating Ballon,,5064,4521,2,2,3,,
5,Ball,,5078,4533.5,2,2,3,,
5,Bat,,5092,4546,2,2,3,,
5,Inflating Ballon,,5106,4558.5,2,2,3,,
5,Ball,,5120,4571,2,2,3,,
5,Bat,,5134,4583.5,2,2,3,,
5,Inflating Ballon,,5148,4596,2,2,3,,
5,Ball,,5162,4608.5,2,2,3,,
5,Bat,,5176,4621,2,2,3,,
5,Inflating Ballon,,5190,4633.5,2,2,3,,
5,Ball,,5204,4646,2,2,3,,
5,Bat,,5218,4658.5,2,2,3,,
5,Inflating Ballon,,5232,4671,2,2,3,,
5,Ball,,5246,4683.5,2,2,3,,
5,Bat,,5260,4696,2,2,3,,
5,Inflating Ballon,,5274,4708.5,2,2,3,,
5,Ball,,5288,4721,2,2,3,,
5,Bat,,5302,4733.5,2,2,3,,
5,Inflating Ballon,,5316,4746,2,2,3,,
5,Ball,,5330,4758.5,2,2,3,,
5,Bat,,5344,4771,2,2,3,,
5,Inflating Ballon,,5358,4783.5,2,2,3,,
5,Ball,,5372,4796,2,2,3,,
5,Bat,,5386,4808.5,2,2,3,,
5,Inflating Ballon,,5400,4821,2,2,3,,
5,Ball,,5414,4833.5,2,2,3,,
5,Bat,,5428,4846,2,2,3,,
5,Inflating Ballon,,5442,4858.5,2,2,3,,
5,Ball,,5456,4871,2,2,3,,
5,Bat,,5470,4883.5,2,2,3,,
5,Inflating Ballon,,5484,4896,2,2,3,,
5,Ball,,5498,4908.5,2,2,3,,
5,Bat,,5512,4921,2,2,3,,
5,Inflating Ballon,,5526,4933.5,2,2,3,,
5,Ball,,5540,4946,2,2,3,,
5,Bat,,5554,4958.5,2,2,3,,
5,Inflating Ballon,,5568,4971,2,2,3,,
5,Ball,,5582,4983.5,2,2,3,,
5,Bat,,5596,4996,2,2,3,,
5,Inflating Ballon,,5610,5008.5,2,2,3,,
5,Ball,,5624,5021,2,2,3,,
5,Bat,,5638,5033.5,2,2,3,,
5,Inflating Ballon,,5652,5046,2,2,3,,
5,Ball,,5666,5058.5,2,2,3,,
5,Bat,,5680,5071,2,2,3,,
5,Inflating Ballon,,5694,5083.5,2,2,3,,
5,Ball,,5708,5096,2,2,3,,
5,Bat,,5722,5108.5,2,2,3,,
5,Inflating Ballon,,5736,5121,2,2,3,,
5,Ball,,5750,5133.5,2,2,3,,
5,Bat,,5764,5146,2,2,3,,
5,Inflating Ballon,,5778,5158.5,2,2,3,,
5,Ball,,5792,5171,2,2,3,,
5,Bat,,5806,5183.5,2,2,3,,
5,Inflating Ballon,,5820,5196,2,2,3,,
5,Ball,,5834,5208.5,2,2,3,,
5,Bat,,5848,5221,2,2,3,,
5,Inflating Ballon,,5862,5233.5,2,2,3,,
5,Ball,,5876,5246,2,2,3,,
5,Bat,,5890,5258.5,2,2,3,,
5,Inflating Ballon,,5904,5271,2,2,3,,
5,Ball,,5918,5283.5,2,2,3,,
5,Bat,,5932,5296,2,2,3,,
5,Inflating Ballon,,5946,5308.5,2,2,3,,
5,Ball,,5960,5321,2,2,3,,
5,Bat,,5974,5333.5,2,2,3,,
5,Inflating Ballon,,5988,5346,2,2,3,,
5,Ball,,6002,5358.5,2,2,3,,
5,Bat,,6016,5371,2,2,3,,
5,Inflating Ballon,,6030,5383.5,2,2,3,,
5,Ball,,6044,5396,2,2,3,,
5,Bat,,6058,5408.5,2,2,3,,
5,Inflating Ballon,,6072,5421,2,2,3,,
5,Ball,,6086,5433.5,2,2,3,,
5,Bat,,6100,5446,2,2,3,,
5,Inflating Ballon,,6114,5458.5,2,2,3,,
5,Ball,,6128,5471,2,2,3,,
5,Bat,,6142,5483.5,2,2,3,,
5,Inflating Ballon,,6156,5496,2,2,3,,
5,Ball,,6170,5508.5,2,2,3,,
5,Bat,,6184,5521,2,2,3,,
5,Inflating Ballon,,6198,5533.5,2,2,3,,
5,Ball,,6212,5546,2,2,3,,
5,Bat,,6226,5558.5,2,2,3,,
5,Inflating Ballon,,6240,5571,2,2,3,,
5,Ball,,6254,5583.5,2,2,3,,
5,Bat,,6268,5596,2,2,3,,
5,Inflating Ballon,,6282,5608.5,2,2,3,,
5,Ball,,6296,5621,2,2,3,,
5,Bat,,6310,5633.5,2,2,3,,
5,Inflating Ballon,,6324,5646,2,2,3,,
5,Ball,,6338,5658.5,2,2,3,,
5,Bat,,6352,5671,2,2,3,,
5,Inflating Ballon,,6366,5683.5,2,2,3,,
5,Ball,,6380,5696,2,2,3,,
5,Bat,,6394,5708.5,2,2,3,,
5,Inflating Ballon,,6408,5721,2,2,3,,
5,Ball,,6422,5733.5,2,2,3,,
5,Bat,,6436,5746,2,2,3,,
5,Inflating Ballon,,6450,5758.5,2,2,3,,
5,Ball,,6464,5771,2,2,3,,
5,Bat,,6478,5783.5,2,2,3,,
5,Inflating Ballon,,6492,5796,2,2,3,,
5,Ball,,6506,5808.5,2,2,3,,
5,Bat,,6520,5821,2,2,3,,
5,Inflating Ballon,,6534,5833.5,2,2,3,,
5,Ball,,6548,5846,2,2,3,,
5,Bat,,6562,5858.5,2,2,3,,
5,Inflating Ballon,,6576,5871,2,2,3,,
5,Ball,,6590,5883.5,2,2,3,,
5,Bat,,6604,5896,2,2,3,,
5,Inflating Ballon,,6618,5908.5,2,2,3,,
5,Ball,,6632,5921,2,2,3,,
5,Bat,,6646,5933.5,2,2,3,,
5,Inflating Ballon,,6660,5946,2,2,3,,
5,Ball,,6674,5958.5,2,2,3,,
5,Bat,,6688,5971,2,2,3,,
5,Inflating Ballon,,6702,5983.5,2,2,3,,
5,Ball,,6716,5996,2,2,3,,
5,Bat,,6730,6008.5,2,2,3,,
5,Inflating Ballon,,6744,6021,2,2,3,,
5,Ball,,6758,6033.5,2,2,3,,
5,Bat,,6772,6046,2,2,3,,
5,Inflating Ballon,,6786,6058.5,2,2,3,,
5,Ball,,6800,6071,2,2,3,,
5,Bat,,6814,6083.5,2,2,3,,
5,Inflating Ballon,,6828,6096,2,2,3,,
5,Ball,,6842,6108.5,2,2,3,,
5,Bat,,6856,6121,2,2,3,,
5,Inflating Ballon,,6870,6133.5,2,2,3,,
5,Ball,,6884,6146,2,2,3,,
5,Bat,,6898,6158.5,2,2,3,,
5,Inflating Ballon,,6912,6171,2,2,3,,
5,Ball,,6926,6183.5,2,2,3,,
5,Bat,,6940,6196,2,2,3,,
5,Inflating Ballon,,6954,6208.5,2,2,3,,
5,Ball,,6968,6221,2,2,3,,
5,Bat,,6982,6233.5,2,2,3,,
5,Inflating Ballon,,6996,6246,2,2,3,,
5,Ball,,7010,6258.5,2,2,3,,
5,Bat,,7024,6271,2,2,3,,
5,Inflating Ballon,,7038,6283.5,2,2,3,,
5,Ball,,7052,6296,2,2,3,,
5,Bat,,7066,6308.5,2,2,3,,
5,Inflating Ballon,,7080,6321,2,2,3,,
5,Ball,,7094,6333.5,2,2,3,,
5,Bat,,7108,6346,2,2,3,,
5,Inflating Ballon,,7122,6358.5,2,2,3,,
5,Ball,,7136,6371,2,2,3,,
5,Bat,,7150,6383.5,2,2,3,,
5,Inflating Ballon,,7164,6396,2,2,3,,
5,Ball,,7178,6408.5,2,2,3,,
5,Bat,,7192,6421,2,2,3,,
5,Inflating Ballon,,7206,6433.5,2,2,3,,
5,Ball,,7220,6446,2,2,3,,
